Estimated nodes for each level for n = 14
Level 1:	286
Level 2:	54,111
Level 3:	6,159,868
Level 4:	432,575,000
Level 5:	14,260,440,480
Level 6:	518,184,707,040
Level 7:	4,072,572,504,000
Level 8:	8,077,123,454,400
Level 9:	8,725,944,427,200
Level 10:	8,851,522,680,000
Level 11:	8,973,612,648,000
Level 12:	8,973,612,648,000
Level 13:	8,973,612,648,000
Level 14:	1,758,095,539,200
